sample.id,BirdID,TubeNumber,OriginalSampleIDUnique,FieldPeriodID,Season,SequencingRun,CatchID,OccasionID,BTO,FieldRing,CatchTerritoryID,SampleDate,SampleYear,FreezerDate3,TimeAt4Degrees,SampleType,SampleType4Way,ExtractionDate,Qubit,BirthDate,SexEstimate,SampleTime,MinutesSinceSunrise,Ageclass,AgeDays,AgeYears,EyeColour,BreedTerritoryNumber,BreedTerritoryID,BreedGroupID,Status,TQcorrected,averageTQ_SameType,TQnotes_SameType,TQFinal_SameType,FieldPeriodID_LastSeen,LastPeriodSeenDate,LastBreedYearSeen,DaysToLastSeen,DiedEver,BirthDateEstimated,SampleReads,is.negLab,is.negCollection
Sample.66.75,6563,75,75,164,Major,1,10215,13629,Z691101,EV/EX,9,31/08/2017,2017,25/09/2017,25,Faecal,Faecal,25/01/2018,0.111,25/12/2015,1,11:44,344,Mature,615,1.684,RB,141,746,7800,BrM,NA,9220.5,TQ is average from previous/next season of the same type,9220.5,176,30/09/2021,2021,1491,yes,FALSE,51496,FALSE,FALSE
Sample.67.76,6761,76,76,164,Major,1,10196,13608,Z691360,NY/NX,743,01/09/2017,2017,25/09/2017,24,Faecal,Faecal,23/01/2018,0.0416,31/08/2016,1,9:40,220,Mature,366,1.002,RB,77.2,743,7821,BrM,NA,4596.66,TQ is average from previous/next season of the same type,4596.66,171,09/03/2019,2019,554,yes,FALSE,76268,FALSE,FALSE
Sample.69.79,6766,79,79,164,Major,1,10201,13582,Z691356,LY/WX,70,26/08/2017,2017,25/09/2017,30,Faecal,Faecal,22/01/2018,0.14,02/07/2017,0,9:27,207,Immature,55,0.151,G,49,70,7794,Immature,43496.9,NA,NA,43496.9,184,27/03/2023,2023,2039,no,FALSE,73972,FALSE,FALSE
Sample.7.8,6730,8,8,164,Major,1,10146,13517,Z691326,YB/GX,45,10/07/2017,2017,25/09/2017,77,Faecal,Faecal,23/01/2018,0.056,16/05/2017,1,10:12,252,Immature,55,0.151,G,32,45,7747,Immature,127889.23,NA,NA,127889.23,166,14/03/2018,2018,247,yes,FALSE,45077,FALSE,FALSE
Sample.70.80,6249,80,80,164,Major,1,10218,13631,L921247,WY/BX,154,28/08/2017,2017,25/09/2017,28,Faecal,Faecal,17/01/2018,0.208,29/07/2014,1,15:33,573,Mature,1126,3.083,RB,101,154,7787,BrM,25958.57,NA,NA,25958.57,184,27/03/2023,2023,2037,no,FALSE,55864,FALSE,FALSE
Sample.71.81,6769,81,81,164,Major,1,10214,13628,Z691358,MA/RX,479,30/08/2017,2017,25/09/2017,26,Faecal,Faecal,25/01/2018,0.158,06/07/2017,0,9:10,190,Immature,55,0.151,G,130,479,7742,Immature,92068.02,NA,NA,92068.02,184,27/03/2023,2023,2035,no,TRUE,31835,FALSE,FALSE
Sample.74.84,5595,84,84,164,Major,1,10206,13579,V267538,VG/GX,26,23/08/2017,2017,25/09/2017,33,Faecal,Faecal,23/01/2018,0.144,01/03/2011,1,9:21,201,Mature,2367,6.48,RB,20,26,7811,BrM,38928.6,NA,NA,38928.6,171,09/03/2019,2019,563,yes,TRUE,39997,FALSE,FALSE
Sample.75.85,6771,85,85,164,Major,1,10225,13635,Z691402,WL/WX,618,09/09/2017,2017,25/09/2017,16,Faecal,Faecal,22/01/2018,0.14,16/07/2017,0,8:14,134,Immature,55,0.151,G,35.1,618,7812,Immature,39033.48,NA,NA,39033.48,171,09/03/2019,2019,546,yes,TRUE,40024,FALSE,FALSE
Sample.76.86,6759,86,86,164,Major,1,10194,13580,Z691355,WV/EX,98,24/08/2017,2017,25/09/2017,32,Faecal,Faecal,25/01/2018,0.0436,30/06/2017,1,14:51,531,Immature,55,0.151,G,66,98,7740,Immature,32372.24,NA,NA,32372.24,184,27/03/2023,2023,2041,no,FALSE,59406,FALSE,FALSE
Sample.77.87,6763,87,87,164,Major,1,10198,13608,Z691361,YG/WX,637,01/09/2017,2017,25/09/2017,24,Faecal,Faecal,25/01/2018,0.0316,08/07/2017,1,12:01,361,Immature,55,0.151,G,55.1,637,7818,Immature,96280.44,NA,NA,96280.44,164,20/09/2017,2017,19,yes,FALSE,46034,FALSE,FALSE
Sample.78.88,6565,88,88,164,Major,1,10216,13630,Z691103,YL/EX,177,29/08/2017,2017,25/09/2017,27,Faecal,Faecal,17/01/2018,0.0736,19/02/2015,1,16:52,652,Mature,922,2.524,RB,120,177,7772,BrM,32073.94,NA,NA,32073.94,174,16/03/2020,2020,930,yes,TRUE,44156,FALSE,FALSE
Sample.79.90,6698,90,90,164,Major,1,10256,13652,Z691311,BL/EX,407,05/09/2017,2017,25/09/2017,20,Faecal,Faecal,25/01/2018,NA,02/10/2016,1,16:45,645,Mature,338,0.925,RB,126,407,7744,AB,64993.92,NA,NA,64993.92,184,27/03/2023,2023,2029,no,TRUE,14412,FALSE,FALSE
Sample.8.9,6729,9,9,164,Major,1,10145,13516,Z691327,OY/NX,34,11/07/2017,2017,25/09/2017,76,Faecal,Faecal,18/12/2017,NA,10/10/2016,0,8:40,160,Mature,274,0.75,LB,26,34,7805,ABX,63064.91,NA,NA,63064.91,184,27/03/2023,2023,2085,no,FALSE,43497,FALSE,FALSE
Sample.80.92,5624,92,92,164,Major,1,10222,13632,V267576,BE/KX,9,07/09/2017,2017,25/09/2017,18,Faecal,Faecal,18/12/2017,2.46,21/04/2011,1,10:36,276,Mature,2331,6.382,RB,6,9,7809,BrM,64756.95,NA,NA,64756.95,176,30/09/2021,2021,1484,yes,TRUE,25412,FALSE,FALSE
Sample.81.93,6773,93,93,164,Major,1,10227,13636,Z691367,YL/WX,137,08/09/2017,2017,25/09/2017,17,Faecal,Faecal,22/01/2018,0.0208,08/12/2016,0,8:14,134,Mature,274,0.75,LB,93,137,7754,BrF,22426.27,NA,NA,22426.27,173,23/09/2019,2019,745,yes,TRUE,99504,FALSE,FALSE
Sample.82.94,6211,94,94,164,Major,1,10213,13627,L921215,RO/EX,43,02/09/2017,2017,25/09/2017,23,Faecal,Faecal,25/01/2018,0.476,11/05/2014,0,9:45,225,Mature,1210,3.313,RB,30.2,43,7808,BrF,68848.73,NA,NA,68848.73,184,27/03/2023,2023,2032,no,TRUE,49068,FALSE,FALSE
Sample.83.95,6768,95,95,164,Major,1,10203,13611,Z691364,M/X,83,04/09/2017,2017,25/09/2017,21,Faecal,Faecal,25/01/2018,0.0256,23/08/2017,1,16:23,623,Mature,12,0.033,G,56,83,7746,Immature,74000.13,NA,NA,74000.13,164,20/09/2017,2017,16,yes,TRUE,48187,FALSE,FALSE
Sample.84.96,6762,96,96,164,Major,1,10197,13609,Z691362,OW/WX,172,02/09/2017,2017,25/09/2017,23,Faecal,Faecal,23/01/2018,0.038,01/09/2016,1,10:08,248,Mature,366,1.002,RB,123,172,7767,SEEN1,40913.79,NA,NA,40913.79,178,14/09/2022,2022,1838,yes,FALSE,88250,FALSE,FALSE
Sample.85.97,3087,97,97,164,Major,1,10223,13633,R737736,EN/GX,172,07/09/2017,2017,25/09/2017,18,Faecal,Faecal,26/01/2018,0.024,28/08/2004,1,11:41,341,Mature,4758,13.027,RB,21,27,7769,BrM,78017.38,NA,NA,78017.38,176,30/09/2021,2021,1484,yes,FALSE,81355,FALSE,FALSE
Sample.86.98,5624,98,98,164,Major,1,10222,13632,V267576,BE/KX,9,07/09/2017,2017,25/09/2017,18,Faecal,Faecal,26/01/2018,0.0512,21/04/2011,1,10:36,276,Mature,2331,6.382,RB,6,9,7809,BrM,64756.95,NA,NA,64756.95,176,30/09/2021,2021,1484,yes,TRUE,22536,FALSE,FALSE
Sample.87.99,6772,99,99,164,Major,1,10226,13635,Z691401,LN/YX,63,09/09/2017,2017,25/09/2017,16,Faecal,Faecal,23/01/2018,0.151,16/07/2017,1,7:39,99,Immature,55,0.151,G,46,63,7796,Immature,45367.55,NA,NA,45367.55,184,27/03/2023,2023,2025,no,TRUE,14461,FALSE,FALSE
Sample.88.100,6778,100,100,164,Major,1,10232,13640,Z691372,LB/XZ,100,10/09/2017,2017,25/09/2017,15,Faecal,Faecal,22/01/2018,0.0852,17/07/2017,0,8:30,150,Immature,55,0.151,G,68,100,7804,Immature,41968.89,NA,NA,41968.89,167,22/09/2018,2018,377,yes,TRUE,58060,FALSE,FALSE
Sample.9.13,6733,13,13,164,Major,1,10149,13516,Z691328,VY/YX,407,11/07/2017,2017,25/09/2017,76,Faecal,Faecal,20/12/2017,0.0412,17/05/2017,0,10:57,297,Immature,55,0.151,G,126,407,7744,Immature,64993.92,NA,NA,64993.92,178,14/09/2022,2022,1891,yes,FALSE,63501,FALSE,FALSE
Sample.90.102,6384,102,102,164,Major,1,10239,13642,X784177,YR/NX,110,09/09/2017,2017,25/09/2017,16,Faecal,Faecal,26/01/2018,0.232,16/01/2015,1,9:49,229,Mature,967,2.648,RB,77,110,7741,BrM,61351.94,NA,NA,61351.94,173,23/09/2019,2019,744,yes,TRUE,66244,FALSE,FALSE
Sample.91.103,6781,103,103,164,Major,1,10235,13634,Z691370,VX/VL,160,08/09/2017,2017,25/09/2017,17,Faecal,Faecal,26/01/2018,0.226,15/07/2017,1,11:54,354,Immature,55,0.151,G,104,160,7755,Immature,33230.86,NA,NA,33230.86,171,09/03/2019,2019,547,yes,TRUE,83127,FALSE,FALSE
Sample.92.104,6775,104,104,164,Major,1,10229,13638,Z691371,BB/VX,45,09/09/2017,2017,25/09/2017,16,Faecal,Faecal,26/01/2018,0.13,16/07/2017,1,8:05,125,Immature,55,0.151,G,32,45,7747,Immature,127889.23,NA,NA,127889.23,171,09/03/2019,2019,546,yes,TRUE,107365,FALSE,FALSE
Sample.93.105,6780,105,105,164,Major,1,10234,13635,Z691404,EG/WX,94,09/09/2017,2017,25/09/2017,16,Faecal,Faecal,26/01/2018,0.0424,16/07/2017,0,11:49,349,Immature,55,0.151,G,63,94,7820,Immature,77431.93,NA,NA,77431.93,184,27/03/2023,2023,2025,no,TRUE,65703,FALSE,FALSE
Sample.94.106,6774,106,106,164,Major,1,10228,13637,Z691493,GE/XZ,134,08/09/2017,2017,25/09/2017,17,Faecal,Faecal,26/01/2018,0.0424,15/07/2017,1,10:01,241,Immature,55,0.151,G,92,134,7824,Immature,59170.47,NA,NA,59170.47,174,16/03/2020,2020,920,yes,TRUE,24701,FALSE,FALSE
Sample.95.108,6776,108,108,164,Major,1,10230,13635,Z691403,BV/EX,618,09/09/2017,2017,25/09/2017,16,Faecal,Faecal,26/01/2018,NA,16/07/2017,1,8:15,135,Immature,55,0.151,G,35.1,618,7812,Immature,39033.48,NA,NA,39033.48,174,16/03/2020,2020,919,yes,TRUE,34143,FALSE,FALSE
Sample.96.109,6061,109,109,164,Major,1,10242,13640,X784200,BL/KX,100,10/09/2017,2017,25/09/2017,15,Faecal,Faecal,26/01/2018,0.0936,30/01/2013,0,8:00,120,Mature,1684,4.611,RB,68,100,7804,BrF,41968.89,NA,NA,41968.89,167,22/09/2018,2018,377,yes,TRUE,87955,FALSE,FALSE
Sample.97.110,6783,110,110,164,Major,1,10237,13640,Z691373,EN/EX,159,10/09/2017,2017,25/09/2017,15,Faecal,Faecal,26/01/2018,0.54,26/04/2017,0,12:13,373,Immature,137,0.375,G,103.1,159,7826,Immature,28316.14,NA,NA,28316.14,164,20/09/2017,2017,10,yes,TRUE,60995,FALSE,FALSE
Sample.98.111,6313,111,111,164,Major,1,10251,13660,L921269,GY/EX,127,12/09/2017,2017,25/09/2017,13,Faecal,Faecal,26/01/2018,0.496,12/10/2014,1,17:32,692,Mature,1066,2.919,RB,87,127,7762,BrM,53864.28,NA,NA,53864.28,167,22/09/2018,2018,375,yes,TRUE,68705,FALSE,FALSE
Sample.99.112,5547,112,112,164,Major,1,10244,13643,V267512,GL/UX,100,10/09/2017,2017,25/09/2017,15,Faecal,Faecal,26/01/2018,0.001,14/08/2010,1,9:51,231,Mature,2584,7.075,RB,68,100,7804,BrM,41968.89,NA,NA,41968.89,171,09/03/2019,2019,545,yes,FALSE,9703,FALSE,FALSE
Sample.1.178,6862,178,178,167,Major,2,10387,13763,Z691438,NW/SX,127,30/06/2018,2018,25/09/2018,87,Faecal,Faecal,29/03/2019,0.028,29/09/2017,1,9:45,225,Mature,274,0.75,LB,87,127,7989,SEEN1,18130.86,NA,NA,18130.86,184,27/03/2023,2023,1731,no,TRUE,48153,FALSE,FALSE
Sample.10.365,6918,365,365,167,Major,2,10521,13943,Z691151,VE/MX,618,20/09/2018,2018,25/09/2018,5,Faecal,Faecal,15/03/2019,0.162,17/07/2018,1,15:10,550,Immature,65,0.178,G,35.1,618,8002,Immature,9718.46,NA,NA,9718.46,184,27/03/2023,2023,1649,no,FALSE,15594,FALSE,FALSE
Sample.100.323,5549,323,323,167,Major,2,10528,13949,V267503,GO/UX,479,10/09/2018,2018,25/09/2018,15,Faecal,Faecal,03/05/2019,0.0768,17/12/2009,0,9:34,214,Mature,3189,8.731,RB,130,479,7984,BrF,17837.56,NA,NA,17837.56,171,09/03/2019,2019,180,yes,TRUE,34037,FALSE,FALSE
Sample.101.159b,6139,159,159b,166,Minor,2,10353,13740,L921081,RY/RX,75,02/03/2018,2018,03/04/2018,32,Faecal,Faecal,08/03/2019,0.036,23/02/2014,0,16:57,657,Mature,1468,4.019,RB,51.2,75,7901,BrF,65641.01,NA,NA,65641.01,173,23/09/2019,2019,570,yes,TRUE,70575,FALSE,FALSE
Sample.102.218,6856,218,218,167,Major,2,10424,13795,Z691432,EV/SX,48,23/07/2018,2018,25/09/2018,64,Faecal,Faecal,16/05/2019,0.0816,20/01/2018,0,16:49,649,Mature,184,0.504,RB,46.1,64,7985,H,8147.51,NA,NA,8147.51,184,27/03/2023,2023,1708,no,TRUE,58309,FALSE,FALSE
Sample.104.293,6571,293,293,167,Major,2,10476,13902,Z691109,LN/WX,13,01/09/2018,2018,25/09/2018,24,Faecal,Faecal,27/02/2019,1.22,11/10/2015,0,16:40,640,Mature,1056,2.891,RB,8,13,8032,H,12804.76,NA,NA,12804.76,171,09/03/2019,2019,189,yes,TRUE,13872,FALSE,FALSE
Sample.105.220,6875,220,220,167,Major,2,10414,13802,Z691450,BW/GX,62,25/07/2018,2018,25/09/2018,62,Faecal,Faecal,17/05/2019,0.164,24/10/2017,0,8:42,162,Mature,274,0.75,LB,45,62,8061,ABX,25238.2,NA,NA,25238.2,184,27/03/2023,2023,1706,no,FALSE,44221,FALSE,FALSE
Sample.106.189,6867,189,189,167,Major,2,10398,13773,Z691444,EB/GX,159,03/07/2018,2018,25/09/2018,84,Faecal,Faecal,07/03/2019,0.0124,16/02/2018,1,12:59,419,Immature,137,0.375,G,103.1,159,8007,H,4615.71,NA,NA,4615.71,173,23/09/2019,2019,447,yes,TRUE,9579,FALSE,FALSE
Sample.107.136,6381,136,136,166,Minor,2,10329,13727,L921265,GR/EX,101,22/02/2018,2018,03/04/2018,40,Faecal,Faecal,15/03/2019,0.141,25/08/2015,1,10:30,270,Mature,912,2.497,RB,69,101,7917,BrM,25429.07,NA,NA,25429.07,184,27/03/2023,2023,1859,no,FALSE,73120,FALSE,FALSE
Sample.108.335,6751,335,335,167,Major,2,10498,13932,Z691338,VY/VX,160,13/09/2018,2018,25/09/2018,12,Faecal,Faecal,05/04/2019,0.0572,14/06/2017,1,10:28,268,Mature,456,1.248,RB,108,165,8066,ABX,17238.4,NA,NA,17238.4,167,22/09/2018,2018,9,yes,FALSE,41646,FALSE,FALSE
Sample.109.286,6019,286,286,167,Major,2,10466,13885,L921043,NL/KX,618,31/08/2018,2018,25/09/2018,25,Faecal,Faecal,17/05/2019,0.101,25/11/2012,1,11:45,345,Mature,2105,5.763,RB,46,63,8038,BrM,11140.89,NA,NA,11140.89,173,23/09/2019,2019,388,yes,TRUE,22353,FALSE,FALSE
Sample.11.345b,6920,345,345b,167,Major,2,10523,13944,Z691497,GW/MX,64,15/09/2018,2018,25/09/2018,10,Faecal,Faecal,27/02/2019,0.0744,18/07/2018,0,16:09,609,Immature,59,0.162,G,46.1,64,7985,Immature,8147.51,NA,NA,8147.51,178,14/09/2022,2022,1460,yes,FALSE,25639,FALSE,FALSE
Sample.110.225,6881,225,225,167,Major,2,10429,13824,Z691454,LO/LX,77,30/07/2018,2018,25/09/2018,57,Faecal,Faecal,07/03/2019,0.159,15/03/2018,0,17:15,675,Immature,137,0.375,G,52.1,77,8010,H,18965.57,NA,NA,18965.57,184,27/03/2023,2023,1701,no,TRUE,23622,FALSE,FALSE
Sample.111.181,6870,181,181,167,Major,2,10401,13772,Z691439,WV/VX,407,02/07/2018,2018,25/09/2018,85,Faecal,Faecal,13/02/2019,0.0132,15/02/2018,1,12:04,364,Immature,137,0.375,G,126,407,8055,SEEN2,7117.39,NA,NA,7117.39,184,27/03/2023,2023,1729,no,TRUE,16535,FALSE,FALSE
Sample.112.198,5776,198,198,167,Major,2,10404,13798,X784040,WB/KX,55,14/07/2018,2018,25/09/2018,73,Faecal,Faecal,11/04/2019,0.086,13/06/2011,1,9:32,212,Mature,2588,7.086,RB,39,55,7999,BrM,16000.94,NA,NA,16000.94,174,16/03/2020,2020,611,yes,TRUE,43852,FALSE,FALSE
Sample.113.220b,6875,220,220b,167,Major,2,10414,13802,Z691450,BW/GX,62,25/07/2018,2018,25/09/2018,62,Faecal,Faecal,17/05/2019,0.164,24/10/2017,0,8:42,162,Mature,274,0.75,LB,45,62,8061,ABX,25238.2,NA,NA,25238.2,184,27/03/2023,2023,1706,no,FALSE,39389,FALSE,FALSE
Sample.114.187,6863,187,187,167,Major,2,10394,13774,Z691446,YO/MX,746,04/07/2018,2018,25/09/2018,83,Faecal,Faecal,22/02/2019,0.0408,10/05/2018,1,9:25,205,Immature,55,0.151,G,141,746,8058,Immature,9220.5,NA,NA,9220.5,174,16/03/2020,2020,621,yes,TRUE,23497,FALSE,FALSE
Sample.115.349,6760,349,349,167,Major,2,10536,13938,Z691354,BE/VX,95,17/09/2018,2018,25/09/2018,8,Faecal,Faecal,22/03/2019,0.0964,23/08/2016,1,10:10,250,Mature,755,2.067,RB,64,95,8043,BrM,12566.71,NA,NA,12566.71,171,09/03/2019,2019,173,yes,FALSE,44209,FALSE,FALSE
Sample.118.263,6865,263,263,167,Major,2,10396,13776,Z691447,VE/SX,43,07/07/2018,2018,25/09/2018,80,Faecal,Faecal,15/03/2019,0.0436,13/05/2018,1,15:44,584,Immature,55,0.151,G,30.2,43,7961,H,11059.07,NA,NA,11059.07,184,27/03/2023,2023,1724,no,FALSE,55755,FALSE,FALSE
Sample.119.277,1826,277,277,167,Major,2,10481,13905,P885971,VV/AX,9,30/08/2018,2018,25/09/2018,26,Faecal,Faecal,27/02/2019,1.43,09/08/2003,0,9:30,210,Mature,5500,15.058,RB,6,9,7981,BrF,7624.43,NA,NA,7624.43,174,16/03/2020,2020,564,yes,FALSE,75438,FALSE,FALSE
Sample.120.260,6891,260,260,167,Major,2,10440,13860,Z691468,VG/YX,75,22/08/2018,2018,25/09/2018,34,Faecal,Faecal,27/02/2019,0.127,28/06/2018,0,10:51,291,Immature,55,0.151,G,51.2,75,7987,Immature,14017.36,NA,NA,14017.36,171,09/03/2019,2019,199,yes,TRUE,82000,FALSE,FALSE
Sample.121.149,6009,149,149,166,Minor,2,10345,13736,L921035,BN/UX,154,28/02/2018,2018,03/04/2018,34,Faecal,Faecal,27/02/2019,0.0588,26/02/2013,0,9:04,184,Mature,1828,5.005,RB,101,154,7849,BrF,15375.92,NA,NA,15375.92,184,27/03/2023,2023,1853,no,TRUE,40654,FALSE,FALSE
Sample.122.197,1762,197,197,167,Major,2,10392,13776,P885903,BB/AX,15,07/07/2018,2018,25/09/2018,80,Faecal,Faecal,08/03/2019,0.101,10/10/2002,1,10:54,294,Mature,5749,15.74,RB,10,15,8011,BrM,8842,NA,NA,8842,174,16/03/2020,2020,618,yes,TRUE,76203,FALSE,FALSE
Sample.123.56b,6757,56,56b,164,Major,2,10192,13551,Z691349,OY/EX,62,19/08/2017,2017,25/09/2017,37,Faecal,Faecal,25/01/2018,3.496,25/06/2017,0,15:29,569,Immature,55,0.151,G,45,62,7793,Immature,87182.2,NA,NA,87182.2,176,30/09/2021,2021,1503,yes,FALSE,420773,FALSE,FALSE
Sample.124.297,6911,297,297,167,Major,2,10505,13899,Z691481,LB/SX,128,04/09/2018,2018,25/09/2018,21,Faecal,Faecal,22/03/2019,0.588,11/07/2018,1,11:00,300,Immature,55,0.151,G,87.1,128,7997,Immature,19708.4,NA,NA,19708.4,171,09/03/2019,2019,186,yes,TRUE,61619,FALSE,FALSE
Sample.125.295,6897,295,295,167,Major,2,10475,13901,Z691473,VL/EX,738,03/09/2018,2018,25/09/2018,22,Faecal,Faecal,11/04/2019,0.197,26/11/2017,1,11:07,307,Mature,281,0.769,LB,140,738,8057,ABX,12291.88,NA,NA,12291.88,173,23/09/2019,2019,385,yes,FALSE,50197,FALSE,FALSE
Sample.126.348b,6913,348,348b,167,Major,2,10507,13937,Z691498,/OX,96,17/09/2018,2018,25/09/2018,8,Faecal,Faecal,15/03/2019,0.0584,12/07/2018,1,9:14,194,Immature,67,0.183,G,65,96,7994,Immature,10233.73,NA,NA,10233.73,167,22/09/2018,2018,5,yes,TRUE,72565,FALSE,FALSE
Sample.127.205,6855,205,205,167,Major,2,NA,13782,Z691431,LY/MX,618,10/07/2018,2018,25/09/2018,77,Faecal,Faecal,22/02/2019,0.001,11/01/2018,1,16:57,657,Immature,180,0.493,,35.1,618,8002,AB,9718.46,NA,NA,9718.46,167,22/09/2018,2018,74,yes,TRUE,15593,FALSE,FALSE
Sample.128.158,6786,158,158,166,Minor,2,10350,13740,Z691379,EN/WX,140,02/03/2018,2018,03/04/2018,32,Faecal,Faecal,29/03/2019,0.13,20/07/2017,1,9:59,239,Mature,225,0.616,LB,94.2,140,7935,ABX,19594.25,NA,NA,19594.25,173,23/09/2019,2019,570,yes,TRUE,127026,FALSE,FALSE
Sample.129.273,6904,273,273,167,Major,2,10492,13903,Z691474,WV/MX,9,30/08/2018,2018,25/09/2018,26,Faecal,Faecal,12/04/2019,0.0708,29/11/2017,0,9:30,210,Mature,274,0.75,LB,6,9,7981,ABX,7624.43,NA,NA,7624.43,175,15/06/2021,2021,1020,yes,TRUE,42213,FALSE,FALSE
Sample.130.157,6731,157,157,166,Minor,2,10352,13740,Z691323,VX/WV,75,02/03/2018,2018,03/04/2018,32,Faecal,Faecal,22/03/2019,0.12,09/02/2017,1,15:36,576,Mature,386,1.057,LB,51.2,75,7901,ABX,65641.01,NA,NA,65641.01,173,23/09/2019,2019,570,yes,FALSE,439691,FALSE,FALSE
Sample.131.259,6698,259,259,167,Major,2,10441,13860,Z691311,BL/EX,24,22/08/2018,2018,25/09/2018,34,Faecal,Faecal,13/02/2019,0.0644,02/10/2016,1,9:31,211,Mature,689,1.886,RB,18,24,8027,BrM,6386.19,NA,NA,6386.19,184,27/03/2023,2023,1678,no,TRUE,25211,FALSE,FALSE
Sample.132.308,6910,308,308,167,Major,2,10504,13898,Z691482,VV/MX,616,05/09/2018,2018,25/09/2018,20,Faecal,Faecal,16/05/2019,0.788,17/07/2018,1,15:38,578,Immature,50,0.137,G,1.2,616,7960,Immature,3832.91,NA,NA,3832.91,184,27/03/2023,2023,1664,no,TRUE,89329,FALSE,FALSE
Sample.133.145,6847,145,145,166,Minor,2,10340,13733,Z691420,OV/SX,53,24/02/2018,2018,03/04/2018,38,Faecal,Faecal,29/03/2019,0.0524,10/10/2017,0,8:04,124,Immature,137,0.375,LB,37,53,7891,Immature,24758.25,NA,NA,24758.25,184,27/03/2023,2023,1857,no,TRUE,35201,FALSE,FALSE
Sample.134.150,6846,150,150,166,Minor,2,10339,13729,Z691421,WY/MX,71,24/02/2018,2018,03/04/2018,38,Faecal,Faecal,07/03/2019,0.0424,23/02/2017,0,9:46,226,Mature,366,1.002,RB,50,71,7900,SEEN1,49520.6,NA,NA,49520.6,171,09/03/2019,2019,378,yes,TRUE,45123,FALSE,FALSE
Sample.135.174,6859,174,174,167,Major,2,10384,13761,Z691434,YV/SX,2,23/06/2018,2018,25/09/2018,94,Faecal,Faecal,15/03/2019,0.031,06/02/2018,1,16:25,625,Immature,137,0.375,G,1.1,2,7965,ABX,9115.13,NA,NA,9115.13,177,18/03/2022,2022,1364,yes,TRUE,34926,FALSE,FALSE
Sample.136.51b,5635,51,51b,164,Major,2,10187,13547,V267591,YV/KX,481,16/08/2017,2017,25/09/2017,40,Faecal,Faecal,15/01/2018,1.396,16/12/2010,0,17:18,678,Mature,2435,6.667,RB,133,481,7830,BrF,95885.91,NA,NA,95885.91,174,16/03/2020,2020,943,yes,TRUE,67074,FALSE,FALSE
Sample.137.180,6870,180,180,167,Major,2,10401,13772,Z691439,WV/VX,407,02/07/2018,2018,25/09/2018,85,Faecal,Faecal,11/04/2019,0.0176,15/02/2018,1,12:04,364,Immature,137,0.375,G,126,407,8055,SEEN2,7117.39,NA,NA,7117.39,184,27/03/2023,2023,1729,no,TRUE,25315,FALSE,FALSE
Sample.138.311b,6898,311,311b,167,Major,2,10485,13907,Z691483,OB/YX,177,07/09/2018,2018,25/09/2018,18,Faecal,Faecal,05/04/2019,0.8,14/07/2018,1,11:11,311,Immature,55,0.151,G,120,177,8053,Immature,8478.7,NA,NA,8478.7,184,27/03/2023,2023,1662,no,FALSE,133564,FALSE,FALSE
Sample.139.224,6874,224,224,167,Major,2,10413,13801,Z691452,OY/BX,126,25/07/2018,2018,25/09/2018,62,Faecal,Faecal,13/02/2019,0.0476,10/03/2018,0,11:51,351,Immature,137,0.375,G,86,126,7970,H,30405.1,NA,NA,30405.1,171,09/03/2019,2019,227,yes,FALSE,55214,FALSE,FALSE
Sample.14.309,6377,309,309,167,Major,2,10490,13909,X784171,RO/LX,134,06/09/2018,2018,25/09/2018,19,Faecal,Faecal,12/04/2019,0.484,17/08/2014,0,9:33,213,Mature,1481,4.055,RB,92,134,7958,BrF,5065.94,NA,NA,5065.94,174,16/03/2020,2020,557,yes,TRUE,36053,FALSE,FALSE
Sample.140.221,6873,221,221,167,Major,2,10412,13800,Z691449,NW/MX,68,23/07/2018,2018,25/09/2018,64,Faecal,Faecal,05/04/2019,0.117,22/10/2017,0,15:22,562,Mature,274,0.75,LB,47.1,68,8019,AB,16511.76,NA,NA,16511.76,176,30/09/2021,2021,1165,yes,FALSE,50637,FALSE,FALSE
Sample.15.40b,6749,40,40b,164,Major,2,10175,13539,Z691340,GL/EX,633,10/08/2017,2017,25/09/2017,46,Faecal,Faecal,22/01/2018,0.141,16/06/2017,1,15:08,548,Immature,55,0.151,G,53.2,633,7816,Immature,76468.09,NA,NA,76468.09,164,20/09/2017,2017,41,yes,FALSE,42953,FALSE,FALSE
Sample.16.266,6188,266,266,167,Major,2,10449,13866,L921282,NO/RX,636,24/08/2018,2018,25/09/2018,32,Faecal,Faecal,12/04/2019,1.05,02/04/2014,0,17:11,671,Mature,1605,4.394,RB,86.1,636,7990,BrF,16711.75,NA,NA,16711.75,173,23/09/2019,2019,395,yes,TRUE,17898,FALSE,FALSE
Sample.17.231,6272,231,231,167,Major,2,10445,13843,L921241,LR/EX,637,02/08/2018,2018,25/09/2018,54,Faecal,Faecal,15/03/2019,0.206,14/07/2014,0,9:16,196,Mature,1480,4.052,RB,55.1,637,7977,BrF,9740.73,NA,NA,9740.73,175,15/06/2021,2021,1048,yes,FALSE,40362,FALSE,FALSE
Sample.18.292,6906,292,292,167,Major,2,10494,13902,Z691477,VB/SX,24,01/09/2018,2018,25/09/2018,24,Faecal,Faecal,22/02/2019,0.0488,17/04/2018,1,11:27,327,Immature,137,0.375,G,18,24,8027,H,6386.19,NA,NA,6386.19,184,27/03/2023,2023,1668,no,TRUE,27800,FALSE,FALSE
